id,user_id,group_name,start_time,submit_time,duration_sec,score,completed,satisfaction,ease_of_use,q1,q2,q3,q4,q5,created_at
34,1776396853_36983,A,2026-04-17 03:34:13.139813,2026-04-17 03:34:52.648462,39.5086488723755,4,1,3,3,Dolphin,Asia,Water,1/6,4,2026-04-17 03:34:59.063248+00
35,1776396944_59728,B,2026-04-17 03:35:44.714386,2026-04-17 03:38:06.160588,141.446201324463,5,1,5,5,Dolphin,Asia,Water,1/3,4,2026-04-17 03:38:26.531122+00
36,1776397233_76520,A,2026-04-17 03:40:33.525429,2026-04-17 03:41:09.606506,36.0810778141022,2,1,3,3,Turtle,Asia,Carbon dioxide,1/3,2,2026-04-17 03:41:20.728025+00
37,1776397383_83667,B,2026-04-17 03:43:03.639947,2026-04-17 03:44:11.16786,67.5279133319855,5,1,3,3,Dolphin,Asia,Water,1/3,4,2026-04-17 03:44:25.357418+00
38,1776397514_23539,B,2026-04-17 03:45:14.240279,2026-04-17 03:46:45.345031,91.1047523021698,5,1,3,3,Dolphin,Asia,Water,1/3,4,2026-04-17 03:46:55.334051+00
39,1776397514_23539,B,2026-04-17 03:45:14.240279,2026-04-17 03:46:45.345031,91.1047523021698,5,1,3,3,Dolphin,Asia,Water,1/3,4,2026-04-17 03:46:57.296819+00
40,1776398715_16665,B,2026-04-17 04:05:15.004217,2026-04-17 04:06:49.308126,94.3039088249207,3,1,3,3,Dolphin,Antarctica,Water,1/3,2,2026-04-17 04:06:53.379965+00
41,1776399314_51178,A,2026-04-17 04:15:14.590446,2026-04-17 04:15:21.778089,7.1876425743103,2,1,3,3,Turtle,Asia,Carbon dioxide,1/3,3,2026-04-17 04:15:25.445099+00
42,1776399314_51178,A,2026-04-17 04:15:14.590446,2026-04-17 04:15:21.778089,7.1876425743103,2,1,3,3,Turtle,Asia,Carbon dioxide,1/3,3,2026-04-17 04:15:27.485034+00
43,1776399513_77386,A,2026-04-17 04:18:33.585696,2026-04-17 04:19:22.364635,48.7789392471313,3,1,4,3,Dolphin,Asia,Water,1/6,2,2026-04-17 04:20:21.954215+00
44,1776403144_85123,A,2026-04-17 05:19:04.854647,2026-04-17 05:19:52.152714,47.2980668544769,4,1,5,5,Shark,Asia,Water,1/3,4,2026-04-17 05:20:44.606568+00
45,1776403140_68502,B,2026-04-17 05:19:00.135652,2026-04-17 05:21:23.799081,143.663429021835,5,1,5,5,Dolphin,Asia,Water,1/3,4,2026-04-17 05:21:34.09698+00
46,1776436812_12888,B,2026-04-17 14:40:12.313708,2026-04-17 14:42:12.115157,119.801448822021,5,1,5,5,Dolphin,Asia,Water,1/3,4,2026-04-17 14:42:32.44643+00
47,1776438704_66586,A,2026-04-17 15:11:44.469587,2026-04-17 15:12:28.710582,44.2409949302673,3,1,4,5,Shark,Africa,Water,1/3,4,2026-04-17 15:12:41.064651+00
48,1776440322_70515,B,2026-04-17 15:38:42.833596,2026-04-17 15:41:08.175581,145.341984987259,5,1,5,5,Dolphin,Asia,Water,1/3,4,2026-04-17 15:41:16.364994+00
49,1776459801_87047,B,2026-04-17 21:03:21.420456,2026-04-17 21:04:18.495507,57.0750505924225,3,1,4,5,Dolphin,Asia,Carbon dioxide,2/3,4,2026-04-17 21:04:30.179196+00
50,1776461684_71513,A,2026-04-17 21:34:44.278902,2026-04-17 21:35:34.086814,49.8079121112823,5,1,4,5,Dolphin,Asia,Water,1/3,4,2026-04-17 21:35:49.522126+00
51,1776461820_67765,A,2026-04-17 21:37:00.824487,2026-04-17 21:38:03.329827,62.5053400993347,5,1,4,5,Dolphin,Asia,Water,1/3,4,2026-04-17 21:38:16.715779+00
52,1776462508_91371,B,2026-04-17 21:48:28.191403,2026-04-17 21:49:09.445879,41.2544767856598,4,1,3,3,Dolphin,Asia,Water,1/6,4,2026-04-17 21:49:13.035147+00
53,1776463473_81463,A,2026-04-17 22:04:33.872266,2026-04-17 22:10:14.312261,340.43999505043,4,1,3,3,Dolphin,Asia,Water,1/6,4,2026-04-17 22:10:19.956908+00
54,1776465747_10109,A,2026-04-17 22:42:27.97599,2026-04-17 22:43:37.87675,69.9007596969604,5,1,4,4,Dolphin,Asia,Water,1/3,4,2026-04-17 22:43:55.449825+00
55,1776466226_84436,B,2026-04-17 22:50:26.544594,2026-04-17 22:52:08.105938,101.56134390831,2,1,3,3,Shark,Africa,Water,1/3,2,2026-04-17 22:52:13.475295+00
56,1776469477_66628,A,2026-04-17 23:44:37.813281,2026-04-17 23:46:27.870112,110.056830883026,5,1,4,4,Dolphin,Asia,Water,1/3,4,2026-04-17 23:46:38.288196+00
57,1776477602_84395,A,2026-04-18 02:00:02.248697,2026-04-18 02:00:47.973209,45.7245121002197,5,1,5,5,Dolphin,Asia,Water,1/3,4,2026-04-18 02:00:59.741579+00
58,1776480879_66174,B,2026-04-18 02:54:39.774436,2026-04-18 02:55:31.655625,51.8811893463135,3,1,2,4,Dolphin,Antarctica,Water,2/3,4,2026-04-18 02:55:38.59068+00
59,1776483259_94108,B,2026-04-18 03:34:19.595727,2026-04-18 03:35:15.933207,56.3374791145325,5,1,3,3,Dolphin,Asia,Water,1/3,4,2026-04-18 03:35:19.010336+00
60,1776484613_30706,A,2026-04-18 03:56:53.255846,2026-04-18 03:57:16.161254,22.9054081439972,5,1,4,5,Dolphin,Asia,Water,1/3,4,2026-04-18 03:57:25.989133+00
61,1776492105_84743,B,2026-04-18 06:01:45.486554,2026-04-18 06:02:44.011088,58.5245339870453,5,1,5,5,Dolphin,Asia,Water,1/3,4,2026-04-18 06:02:51.054662+00
62,1776492693_88147,B,2026-04-18 06:11:33.134809,2026-04-18 06:13:03.041209,89.9064004421234,4,1,5,5,Dolphin,Antarctica,Water,1/3,4,2026-04-18 06:13:17.651842+00
63,1776497245_51590,A,2026-04-18 07:27:25.043663,2026-04-18 07:28:08.395827,43.3521645069122,5,1,5,5,Dolphin,Asia,Water,1/3,4,2026-04-18 07:28:17.316426+00
64,1776500545_97752,B,2026-04-18 08:22:25.057461,2026-04-18 08:24:24.037418,118.979956865311,5,1,3,3,Dolphin,Asia,Water,1/3,4,2026-04-18 08:24:29.895186+00
65,1776505269_40732,A,2026-04-18 09:41:09.346581,2026-04-18 09:43:13.35205,124.005469560623,5,1,4,5,Dolphin,Asia,Water,1/3,4,2026-04-18 09:43:30.628703+00
